,price,type,address,postcode,number_bedrooms,lat,lng,formatted_address
0,197750.0,Flat,"415 Wick Lane,Fish Island, London,E3 2JG",E3,3.0,51.5364415,-0.0228981,"415 Wick Ln, Fish Island, London E3 2JG, UK"
1,250000.0,Apartment,"George Lane, Lewisham, London, SE13",SE13,1.0,51.450535,-0.0114059,"George Ln, London SE13, UK"
2,250000.0,Flat,"Chiltern Road, London E3",E3,2.0,51.5223872,-0.0206875,"Chiltern Rd, London E3, UK"
3,250000.0,Flat,"Nightingale Way, Beckton, London, E6",E6,1.0,51.5184688,0.0513297,"Nightingale Way, London E6, UK"
4,250000.0,Studio flat,"Lawrie Park Road, London, SE26",SE26,0.0,51.4232779,-0.0580582,"Lawrie Park Rd, London SE26, UK"
5,250000.0,Apartment,"Andridge Court, 2A Church Lane, London, SW19",SW19,1.0,51.4131873,-0.2047367,"Andridge Court, 2A Church Ln, London SW19 3JW, UK"
6,250000.0,Apartment,"Longley Road, London, SW17",SW17,1.0,51.4211743,-0.1670304,"Longley Rd, London SW17, UK"
7,250000.0,Maisonette,"Veronica Gardens, London, SW16",SW16,1.0,51.4113017,-0.1435115,"Veronica Gardens, London SW16, UK"
8,250000.0,Flat,"Plough Way, Surrey Quays, SE16",SE16,1.0,51.4927473,-0.038675,"Plough Way, London SE16, UK"
9,250000.0,Apartment,"High Road Leytonstone, London, E11",E11,1.0,51.5625643,0.0092778,"High Rd Leytonstone, London E11, UK"
10,250000.0,Flat,"Parkham Street, SW11",SW11,1.0,51.4750003,-0.1724464,"Parkham St, London SW11, UK"
11,250000.0,Apartment,"Marathon Way, Thamesmead West, SE28 0JH",SE28,2.0,51.4997847,0.0968211,"Marathon Way, London SE28 0JH, UK"
12,250000.0,Bungalow,"Highfield Avenue, Brent Cross, London, NW11",NW11,1.0,51.5761664,-0.2141911,"Highfield Ave, Brent Cross, London, UK"
13,250000.0,House,"The Dove Pier, Hammersmith, W6",W6,1.0,51.4899765,-0.2344658999999999,"The Dove Pier, Lower Mall, London W6 9DJ, UK"
14,250000.0,Flat,"Wandsworth High Street, London, SW18",SW18,1.0,51.4570933,-0.1941536,"Wandsworth High St, London SW18, UK"
15,250000.0,Flat,"Armoury Road, Deptford, London, SE8",SE8,1.0,51.4672581,-0.0161527,"Armoury Rd, London SE8, UK"
16,157500.0,Apartment,"Flat 12 Spinney Court, Earlham Grove, London, E7",E7,3.0,51.5484539,0.0230617,"Earlham Grove, London E7, UK"
17,250000.0,Flat,"Battersea Park Road, Battersea, London, SW8",SW8,2.0,51.4781672,-0.1450091,"Battersea Park Rd, London SW8, UK"
18,250000.0,Flat,"Commonwealth Way, London, SE2",SE2,2.0,51.4855282,0.1158085,"Commonwealth Way, London SE2, UK"
19,250000.0,Flat,"Boundary Road, London, E13",E13,2.0,51.527322,0.0387644,"Boundary Rd, London E13, UK"
20,250000.0,Flat,"London Road, Norbury, London, SW16",SW16,1.0,51.407413,-0.1213266,"London Rd, Norbury, London, UK"
21,250000.0,Flat,"Deals Gateway, Lewisham, London, SE13",SE13,1.0,51.4726394,-0.020867,"Deals Gateway, London, UK"
22,250000.0,Flat,Stanstead Road London SE23,SE23,1.0,51.442078,-0.0402933,"Stanstead Rd, London SE23, UK"
